city_name,record_date,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,AVERAGE_PRECIPITATION,AVERAGE_RAIN
Porto,2018-11-24 01:00:00,None,47.4,0.0,72.7,DARK,11.0,1014.0,93.0,5.0,NULL,0.0,chuva moderada
Porto,2018-11-30 17:00:00,High,40.2,48.1,72.7,DARK,14.0,1023.0,82.0,1.0,algumas nuvens,0.0,NULL
Porto,2019-01-29 01:00:00,None,42.0,0.0,76.0,DARK,6.0,1023.0,100.0,0.0,nuvens quebrados,0.0,NULL
Porto,2018-08-12 23:00:00,None,44.5,1.9,82.6,DARK,18.0,1018.0,100.0,2.0,nuvens quebrados,0.0,NULL
Porto,2019-05-31 20:00:00,High,43.1,31.6,63.4,LOW_LIGHT,26.0,1018.0,50.0,1.0,,0.0,
Porto,2019-06-26 13:00:00,Low,39.7,9.6,72.9,LIGHT,20.0,1017.0,77.0,2.0,nuvens quebradas,0.0,
Porto,2019-02-21 12:00:00,Medium,37.1,20.7,99.1,LIGHT,17.0,1023.0,55.0,3.0,céu claro,0.0,NULL
Porto,2019-01-22 17:00:00,High,39.5,42.1,83.3,LIGHT,12.0,1019.0,76.0,7.0,nuvens dispersas,0.0,NULL
Porto,2019-03-31 01:00:00,Low,37.5,5.8,66.6,DARK,12.0,1014.0,81.0,1.0,céu limpo,0.0,NULL
Porto,2018-10-05 10:00:00,Medium,40.4,17.6,87.4,LIGHT,16.0,1017.0,59.0,0.0,céu claro,0.0,NULL
Porto,2019-05-10 02:00:00,Low,46.3,0.8,60.6,DARK,15.0,1013.0,100.0,6.0,,0.0,chuva fraca
Porto,2018-12-02 11:00:00,None,38.8,5.4,77.7,LIGHT,15.0,1024.0,87.0,6.0,nuvens quebrados,0.0,NULL
Porto,2018-08-09 05:00:00,None,44.3,2.0,87.8,DARK,15.0,1019.0,93.0,3.0,céu claro,0.0,NULL
Porto,2018-11-19 15:00:00,High,40.3,40.5,71.5,LIGHT,14.0,986.0,82.0,0.0,nuvens quebrados,0.0,NULL
Porto,2019-04-26 20:00:00,Low,36.2,7.7,75.5,DARK,13.0,1028.0,71.0,4.0,,0.0,
Porto,2019-06-04 17:00:00,High,39.0,54.5,73.5,LIGHT,18.0,1014.0,68.0,5.0,céu pouco nublado,0.0,
Porto,2019-08-25 15:00:00,High,38.3,134.1,84.9,LIGHT,21.0,1014.0,82.0,3.0,céu pouco nublado,0.0,
Porto,2018-12-09 00:00:00,Low,41.5,13.4,74.8,DARK,7.0,1033.0,100.0,1.0,céu claro,0.0,NULL
Porto,2019-09-25 18:00:00,High,40.4,83.0,84.2,LIGHT,18.0,1021.0,88.0,2.0,nuvens dispersas,0.0,
Porto,2018-09-27 18:00:00,High,40.8,99.4,82.4,LOW_LIGHT,23.0,1024.0,73.0,3.0,céu claro,0.0,NULL
Porto,2018-11-10 13:00:00,Medium,42.7,23.7,83.8,LIGHT,17.0,1012.0,88.0,7.0,nuvens quebrados,0.0,NULL
Porto,2019-05-03 17:00:00,High,41.8,53.0,74.5,LIGHT,22.0,1010.0,52.0,7.0,,0.0,
Porto,2018-07-28 10:00:00,Low,41.5,7.2,82.4,LIGHT,22.0,1017.0,73.0,2.0,algumas nuvens,0.0,NULL
Porto,2018-09-26 21:00:00,None,43.1,0.0,77.2,DARK,22.0,1023.0,83.0,2.0,céu claro,0.0,NULL
Porto,2019-05-05 05:00:00,None,36.5,0.0,64.5,DARK,11.0,1014.0,82.0,1.0,,0.0,
Porto,2018-09-28 04:00:00,None,46.5,2.8,88.7,DARK,17.0,1021.0,100.0,1.0,NULL,0.0,NULL
Porto,2018-08-21 10:00:00,Medium,36.8,35.6,91.7,LIGHT,26.0,1015.0,30.0,2.0,céu claro,0.0,NULL
Porto,2018-10-09 09:00:00,Very_High,42.8,60.0,85.7,LIGHT,16.0,1011.0,52.0,6.0,céu claro,0.0,NULL
Porto,2019-02-27 19:00:00,Very_High,46.1,63.9,88.5,DARK,13.0,1030.0,87.0,1.0,algumas nuvens,0.0,NULL
Porto,2019-04-21 12:00:00,Medium,35.5,14.6,81.0,LIGHT,21.0,1013.0,56.0,3.0,céu pouco nublado,0.0,NULL
Porto,2019-07-15 10:00:00,Medium,37.1,26.5,92.9,LIGHT,18.0,1016.0,100.0,5.0,,0.0,
Porto,2019-04-29 11:00:00,Medium,34.9,29.4,80.5,LIGHT,18.0,1019.0,100.0,3.0,,0.0,
Porto,2018-10-30 06:00:00,None,46.2,0.0,85.7,DARK,11.0,997.0,93.0,3.0,NULL,0.0,chuva moderada
Porto,2019-04-27 07:00:00,None,39.2,0.0,69.2,LIGHT,7.0,1028.0,93.0,2.0,,0.0,
Porto,2018-11-17 03:00:00,None,41.8,0.0,76.0,DARK,12.0,1011.0,77.0,4.0,céu claro,0.0,NULL
Porto,2019-01-20 12:00:00,Medium,39.3,23.5,91.4,LIGHT,12.0,1021.0,71.0,3.0,algumas nuvens,0.0,NULL
Porto,2018-09-04 09:00:00,Low,37.6,14.3,87.4,LIGHT,17.0,1012.0,93.0,1.0,NULL,0.0,NULL
Porto,2019-09-28 10:00:00,Medium,37.2,23.8,77.9,LIGHT,15.0,1022.0,100.0,1.0,,0.0,
Porto,2019-02-23 20:00:00,High,37.5,102.2,94.5,DARK,13.0,1029.0,71.0,1.0,céu claro,0.0,NULL
Porto,2018-11-20 11:00:00,High,40.4,40.8,75.9,LIGHT,12.0,1001.0,82.0,2.0,NULL,0.0,chuva moderada
Porto,2019-06-02 13:00:00,Low,38.2,6.6,80.3,LIGHT,23.0,1019.0,72.0,2.0,,0.0,
Porto,2019-06-05 04:00:00,Low,38.2,7.0,66.0,DARK,12.0,1015.0,93.0,5.0,,0.0,chuva fraca
Porto,2018-10-26 09:00:00,High,42.4,114.0,86.6,LIGHT,14.0,1015.0,93.0,2.0,NULL,0.0,NULL
Porto,2018-09-03 15:00:00,Medium,41.8,18.4,85.9,LIGHT,20.0,1012.0,77.0,3.0,NULL,0.0,NULL
Porto,2019-09-04 20:00:00,None,45.9,1.3,72.7,DARK,21.0,1017.0,64.0,3.0,,0.0,
Porto,2018-09-12 20:00:00,Low,38.9,11.5,90.7,DARK,18.0,1020.0,93.0,2.0,céu claro,0.0,NULL
Porto,2019-01-25 23:00:00,None,45.0,0.0,67.3,DARK,8.0,1020.0,100.0,0.0,céu claro,0.0,NULL
Porto,2019-02-06 02:00:00,Low,46.9,1.3,83.1,DARK,5.0,1028.0,100.0,1.0,NULL,0.0,NULL
Porto,2018-10-04 15:00:00,High,42.0,65.9,87.4,LIGHT,23.0,1018.0,53.0,2.0,céu claro,0.0,NULL
Porto,2019-08-13 21:00:00,Low,46.4,13.5,80.4,DARK,17.0,1021.0,77.0,4.0,,0.0,
Porto,2018-11-03 22:00:00,None,44.4,0.0,79.8,DARK,13.0,1020.0,93.0,0.0,NULL,0.0,NULL
Porto,2019-09-07 00:00:00,Low,42.4,10.3,78.6,DARK,21.0,1018.0,45.0,3.0,,0.0,
Porto,2019-06-20 22:00:00,None,39.0,0.0,76.0,DARK,16.0,1018.0,93.0,2.0,nuvens dispersas,0.0,
Porto,2018-08-25 08:00:00,None,37.2,0.0,86.3,LIGHT,13.0,1017.0,100.0,0.0,algumas nuvens,0.0,NULL
Porto,2019-06-14 01:00:00,None,34.5,4.9,68.9,DARK,12.0,1013.0,87.0,2.0,,0.0,
Porto,2019-08-20 13:00:00,Medium,42.7,23.7,80.4,LIGHT,25.0,1019.0,60.0,4.0,,0.0,
Porto,2018-08-31 22:00:00,Low,40.4,12.0,87.4,DARK,18.0,1015.0,77.0,0.0,céu claro,0.0,NULL
Porto,2019-07-02 00:00:00,None,37.5,2.2,65.0,DARK,17.0,1017.0,100.0,4.0,,0.0,
Porto,2018-11-19 11:00:00,Medium,34.8,25.7,83.1,LIGHT,13.0,1003.0,93.0,1.0,nuvens quebrados,0.0,NULL
Porto,2018-11-01 17:00:00,Medium,37.3,56.0,88.2,LOW_LIGHT,14.0,1020.0,87.0,4.0,nuvens quebrados,0.0,NULL
Porto,2018-08-10 23:00:00,Low,40.6,6.2,84.0,DARK,15.0,1021.0,93.0,0.0,céu claro,0.0,NULL
Porto,2019-04-30 21:00:00,Low,36.1,6.6,75.6,DARK,15.0,1015.0,87.0,3.0,,0.0,
Porto,2019-01-23 21:00:00,Medium,39.8,11.6,77.7,DARK,13.0,1018.0,93.0,6.0,nuvens quebrados,0.0,NULL
Porto,2018-08-29 21:00:00,None,40.4,1.9,88.3,DARK,16.0,1020.0,87.0,4.0,céu claro,0.0,NULL
Porto,2018-08-28 10:00:00,Low,41.3,20.2,84.4,LIGHT,17.0,1015.0,100.0,4.0,NULL,0.0,NULL
Porto,2019-08-20 07:00:00,Medium,41.3,23.1,81.5,LIGHT,13.0,1019.0,100.0,2.0,,0.0,
Porto,2019-08-17 02:00:00,Low,40.7,14.3,85.5,DARK,17.0,1018.0,100.0,1.0,,0.0,
Porto,2019-01-27 04:00:00,Low,44.6,1.1,68.1,DARK,10.0,1020.0,100.0,6.0,NULL,0.0,chuva moderada
Porto,2019-08-18 18:00:00,High,38.1,67.7,87.4,LIGHT,20.0,1017.0,72.0,6.0,,0.0,
Porto,2019-05-23 23:00:00,None,40.2,0.0,66.3,DARK,14.0,1021.0,93.0,6.0,,0.0,
Porto,2019-04-11 00:00:00,None,38.2,2.6,72.7,DARK,11.0,1021.0,93.0,0.0,céu pouco nublado,0.0,NULL
Porto,2018-10-25 19:00:00,Medium,42.2,42.2,89.4,DARK,15.0,1017.0,77.0,0.0,nuvens quebrados,0.0,NULL
Porto,2019-04-01 14:00:00,Medium,35.6,32.6,77.5,LIGHT,16.0,1013.0,82.0,4.0,nuvens dispersas,0.0,NULL
Porto,2018-10-30 19:00:00,High,42.4,53.7,86.1,DARK,10.0,1004.0,87.0,2.0,algumas nuvens,0.0,NULL
Porto,2018-08-02 17:00:00,Medium,39.7,27.6,88.7,LIGHT,32.0,1013.0,41.0,3.0,céu claro,0.0,NULL
Porto,2019-04-20 18:00:00,Medium,34.2,46.4,83.1,LIGHT,23.0,1014.0,49.0,5.0,céu limpo,0.0,NULL
Porto,2019-07-18 12:00:00,Low,38.2,6.8,78.6,LIGHT,23.0,1017.0,60.0,4.0,,0.0,
Porto,2019-09-09 05:00:00,None,48.1,2.5,76.3,DARK,14.0,1017.0,100.0,3.0,,0.0,
Porto,2019-05-16 07:00:00,Very_High,46.8,98.5,63.1,LIGHT,13.0,1014.0,82.0,4.0,nuvens quebradas,0.0,
Porto,2019-07-01 23:00:00,None,40.1,0.0,68.2,DARK,17.0,1017.0,93.0,2.0,,0.0,
Porto,2019-09-23 20:00:00,Low,49.5,5.9,73.4,DARK,18.0,1020.0,88.0,5.0,céu pouco nublado,0.0,
Porto,2019-02-09 06:00:00,None,39.2,0.0,90.1,DARK,12.0,1022.0,93.0,4.0,nuvens quebrados,0.0,NULL
Porto,2018-10-08 15:00:00,Medium,42.8,25.4,82.0,LIGHT,22.0,1014.0,40.0,3.0,céu claro,0.0,NULL
Porto,2019-02-01 08:00:00,Very_High,47.1,56.0,72.1,LOW_LIGHT,11.0,993.0,81.0,6.0,NULL,0.0,chuva moderada
Porto,2019-02-08 02:00:00,Low,46.5,18.3,81.9,DARK,5.0,1024.0,100.0,3.0,NULL,0.0,NULL
Porto,2019-06-09 14:00:00,Medium,37.7,47.1,76.9,LIGHT,19.0,1021.0,63.0,3.0,,0.0,
Porto,2019-01-30 14:00:00,Medium,38.6,14.2,77.7,LIGHT,10.0,1012.0,100.0,7.0,NULL,0.0,chuva leve
Porto,2018-09-12 11:00:00,Medium,37.5,23.8,87.8,LIGHT,22.0,1021.0,69.0,2.0,céu claro,0.0,NULL
Porto,2018-10-03 05:00:00,None,42.4,2.1,86.1,DARK,15.0,1020.0,53.0,5.0,céu claro,0.0,NULL
Porto,2018-10-02 12:00:00,Medium,40.4,25.9,82.7,LIGHT,25.0,1022.0,20.0,5.0,céu claro,0.0,NULL
Porto,2019-06-04 01:00:00,None,37.5,0.0,65.1,DARK,17.0,1015.0,88.0,2.0,nuvens quebradas,0.0,
Porto,2019-09-16 06:00:00,Medium,41.5,4.6,82.6,DARK,16.0,1017.0,88.0,1.0,,0.0,
Porto,2019-09-20 12:00:00,Medium,38.7,28.0,88.4,LIGHT,19.0,1014.0,88.0,3.0,nuvens quebradas,0.0,
Porto,2018-10-21 09:00:00,None,40.8,0.0,83.4,LIGHT,20.0,1019.0,64.0,2.0,céu claro,0.0,NULL
Porto,2019-07-02 12:00:00,Low,34.9,13.4,77.4,LIGHT,23.0,1015.0,88.0,1.0,céu pouco nublado,0.0,
Porto,2018-11-29 16:00:00,Medium,39.0,16.8,77.9,LIGHT,14.0,1016.0,93.0,1.0,nuvens quebrados,0.0,NULL
Porto,2019-09-28 05:00:00,None,48.6,0.0,77.2,DARK,13.0,1021.0,100.0,5.0,,0.0,
Porto,2019-01-16 23:00:00,Low,41.9,3.3,75.1,DARK,8.0,1020.0,100.0,1.0,NULL,0.0,NULL
Porto,2019-05-29 20:00:00,Low,35.6,5.7,65.5,LOW_LIGHT,25.0,1020.0,53.0,4.0,,0.0,
Porto,2019-05-23 13:00:00,Medium,35.6,20.4,81.8,LIGHT,19.0,1021.0,77.0,5.0,nuvens quebradas,0.0,
Porto,2019-07-10 03:00:00,Low,44.4,3.0,74.7,DARK,19.0,1015.0,93.0,1.0,,0.0,
Porto,2018-08-27 10:00:00,Medium,40.0,26.0,89.7,LIGHT,22.0,1013.0,68.0,1.0,céu claro,0.0,NULL
Porto,2019-01-19 17:00:00,Medium,37.8,41.9,79.7,LIGHT,13.0,1008.0,100.0,3.0,NULL,0.0,NULL
Porto,2019-06-16 06:00:00,Low,36.5,5.3,62.4,LIGHT,10.0,1019.0,100.0,5.0,,0.0,
Porto,2019-02-08 00:00:00,None,41.4,0.0,86.4,DARK,8.0,1025.0,100.0,2.0,NULL,0.0,NULL
Porto,2019-04-23 07:00:00,Very_High,47.6,94.1,66.9,LIGHT,8.0,996.0,87.0,1.0,NULL,0.0,aguaceiros fracos
Porto,2018-10-25 07:00:00,Very_High,44.5,113.2,81.3,LOW_LIGHT,8.0,1019.0,87.0,2.0,NULL,0.0,NULL
Porto,2018-08-27 14:00:00,Medium,40.0,24.5,88.8,LIGHT,22.0,1013.0,61.0,3.0,céu claro,0.0,NULL
Porto,2018-11-16 06:00:00,Low,50.5,6.5,78.8,DARK,10.0,1015.0,87.0,2.0,céu claro,0.0,NULL
Porto,2018-08-11 17:00:00,Medium,43.8,24.9,86.3,LIGHT,21.0,1019.0,64.0,4.0,céu claro,0.0,NULL
Porto,2019-01-31 01:00:00,None,41.6,0.0,84.8,DARK,13.0,1006.0,100.0,4.0,nuvens quebrados,0.0,NULL
Porto,2019-09-25 11:00:00,Medium,39.3,35.9,79.8,LIGHT,18.0,1022.0,82.0,2.0,nuvens quebradas,0.0,
Porto,2019-07-09 11:00:00,Medium,35.7,20.2,84.5,LIGHT,22.0,1017.0,83.0,2.0,céu pouco nublado,0.0,
Porto,2019-02-14 02:00:00,None,39.1,0.0,91.6,DARK,8.0,1026.0,66.0,4.0,céu claro,0.0,NULL
Porto,2019-07-17 03:00:00,None,42.4,0.0,84.0,DARK,17.0,1014.0,100.0,1.0,nuvens dispersas,0.0,
Porto,2019-06-11 21:00:00,None,37.9,1.5,64.1,DARK,15.0,1017.0,77.0,7.0,,0.0,
Porto,2019-01-27 15:00:00,Medium,40.8,31.3,81.1,LIGHT,13.0,1023.0,62.0,7.0,nuvens dispersas,0.0,NULL
Porto,2018-10-05 21:00:00,None,44.4,0.0,81.9,DARK,14.0,1016.0,93.0,0.0,céu claro,0.0,NULL
Porto,2018-10-01 07:00:00,Very_High,48.1,88.9,84.2,LIGHT,12.0,1019.0,100.0,1.0,NULL,0.0,NULL
Porto,2019-05-04 10:00:00,Medium,34.6,27.3,86.3,LIGHT,18.0,1014.0,52.0,1.0,,0.0,
Porto,2018-08-12 06:00:00,None,44.3,0.0,83.6,LOW_LIGHT,15.0,1017.0,100.0,0.0,NULL,0.0,NULL
Porto,2018-08-25 12:00:00,Low,41.4,12.3,87.3,LIGHT,21.0,1017.0,60.0,2.0,céu claro,0.0,NULL
Porto,2019-09-03 11:00:00,Medium,41.9,45.2,83.4,LIGHT,26.0,1019.0,30.0,5.0,,0.0,
Porto,2018-09-14 11:00:00,Medium,34.4,37.5,91.6,LIGHT,16.0,1018.0,93.0,2.0,NULL,0.0,NULL
Porto,2018-11-07 12:00:00,Medium,38.4,31.0,82.4,LIGHT,16.0,1016.0,67.0,1.0,algumas nuvens,0.0,NULL
Porto,2019-01-18 12:00:00,Medium,40.8,52.4,74.6,LIGHT,7.0,1022.0,87.0,3.0,NULL,0.0,chuva fraca
Porto,2018-12-05 01:00:00,Low,47.7,1.7,73.1,DARK,9.0,1023.0,93.0,1.0,céu claro,0.0,NULL
Porto,2019-08-09 02:00:00,Medium,46.3,11.1,79.3,DARK,19.0,1013.0,100.0,4.0,,0.0,chuva fraca
Porto,2018-11-13 12:00:00,Medium,37.9,23.4,85.3,LIGHT,15.0,1024.0,63.0,3.0,céu claro,0.0,NULL
Porto,2019-06-18 18:00:00,High,43.6,34.9,71.6,LIGHT,17.0,1012.0,100.0,7.0,,0.0,chuva fraca
Porto,2019-06-10 03:00:00,None,37.7,0.0,64.9,DARK,10.0,1021.0,93.0,5.0,,0.0,
Porto,2019-08-27 14:00:00,High,40.4,40.7,85.8,LIGHT,24.0,1016.0,73.0,3.0,céu pouco nublado,0.0,
Porto,2019-08-21 02:00:00,Low,48.5,9.2,78.4,DARK,18.0,1017.0,88.0,1.0,,0.0,
Porto,2019-08-31 09:00:00,Low,39.3,10.9,81.5,LIGHT,17.0,1018.0,100.0,1.0,,0.0,
Porto,2019-09-18 10:00:00,Medium,36.2,40.5,90.8,LIGHT,16.0,1016.0,100.0,1.0,,0.0,
Porto,2018-09-23 22:00:00,None,42.4,1.5,82.9,DARK,16.0,1022.0,93.0,0.0,céu claro,0.0,NULL
Porto,2018-08-16 06:00:00,None,42.1,0.7,87.0,DARK,17.0,1016.0,100.0,2.0,NULL,0.0,NULL
Porto,2019-02-26 01:00:00,None,36.9,4.0,95.6,DARK,11.0,1026.0,62.0,2.0,céu claro,0.0,NULL
Porto,2018-09-10 03:00:00,None,45.5,1.5,86.2,DARK,15.0,1022.0,100.0,2.0,NULL,0.0,NULL
Porto,2018-07-30 03:00:00,None,44.8,1.5,89.5,DARK,19.0,1019.0,82.0,2.0,tempo nublado,0.0,NULL
Porto,2018-08-26 19:00:00,Low,35.3,11.0,85.1,LIGHT,19.0,1014.0,68.0,3.0,céu claro,0.0,NULL
Porto,2018-10-03 04:00:00,Low,46.1,1.1,91.3,DARK,15.0,1021.0,50.0,4.0,céu claro,0.0,NULL
Porto,2019-09-11 06:00:00,None,42.9,0.0,77.1,DARK,11.0,1023.0,93.0,5.0,,0.0,
Porto,2019-05-26 07:00:00,None,38.1,2.4,64.6,LIGHT,15.0,1021.0,87.0,2.0,,0.0,
Porto,2018-08-13 21:00:00,None,41.1,1.8,83.3,DARK,17.0,1017.0,88.0,3.0,céu claro,0.0,NULL
Porto,2018-08-02 14:00:00,Medium,43.1,27.8,83.8,LIGHT,29.0,1014.0,48.0,4.0,céu claro,0.0,NULL
Porto,2018-10-09 15:00:00,Medium,40.9,31.4,90.4,LIGHT,22.0,1008.0,46.0,3.0,céu claro,0.0,NULL
Porto,2018-08-02 07:00:00,Low,39.8,3.2,91.5,LIGHT,17.0,1013.0,100.0,0.0,céu claro,0.0,NULL
Porto,2019-09-03 07:00:00,High,41.5,24.4,81.9,LIGHT,20.0,1017.0,36.0,6.0,,0.0,
Porto,2018-08-05 06:00:00,None,39.7,1.6,85.4,LIGHT,19.0,1015.0,94.0,0.0,céu claro,0.0,NULL
Porto,2019-09-03 13:00:00,Low,37.3,16.0,86.1,LIGHT,29.0,1019.0,39.0,3.0,,0.0,
Porto,2019-06-28 06:00:00,Medium,39.4,6.5,60.4,LIGHT,13.0,1019.0,100.0,1.0,,0.0,
Porto,2019-05-24 01:00:00,Low,45.1,4.8,65.0,DARK,13.0,1020.0,93.0,4.0,céu pouco nublado,0.0,
Porto,2019-09-20 00:00:00,Low,44.7,4.4,79.9,DARK,16.0,1016.0,100.0,0.0,nublado,0.0,
Porto,2018-10-28 09:00:00,None,42.6,0.0,84.0,LIGHT,7.0,1011.0,70.0,6.0,céu claro,0.0,NULL
Porto,2019-01-25 11:00:00,Medium,34.1,23.3,85.5,LIGHT,10.0,1021.0,87.0,2.0,céu claro,0.0,NULL
Porto,2018-10-29 00:00:00,None,40.9,11.5,87.0,DARK,9.0,1013.0,70.0,4.0,algumas nuvens,0.0,NULL
Porto,2018-11-19 20:00:00,Medium,43.8,11.7,67.5,DARK,13.0,1003.0,100.0,1.0,nuvens dispersas,0.0,NULL
Porto,2019-08-19 06:00:00,Low,45.6,15.1,85.6,DARK,14.0,1017.0,100.0,1.0,,0.0,
Porto,2019-02-28 20:00:00,Very_High,40.1,70.6,82.1,DARK,12.0,1029.0,93.0,3.0,nuvens quebradas,0.0,NULL
Porto,2018-10-10 18:00:00,High,43.4,53.3,87.4,DARK,18.0,1004.0,77.0,5.0,céu claro,0.0,NULL
Porto,2019-03-30 11:00:00,Low,33.2,17.0,83.1,LIGHT,18.0,1018.0,39.0,1.0,céu limpo,0.0,NULL
Porto,2019-09-09 15:00:00,Medium,39.8,38.4,83.4,LIGHT,20.0,1019.0,82.0,4.0,céu pouco nublado,0.0,
Porto,2019-01-30 04:00:00,None,41.8,0.0,84.3,DARK,6.0,1017.0,100.0,1.0,nuvens dispersas,0.0,NULL
Porto,2019-01-27 10:00:00,Low,46.2,9.1,82.8,LIGHT,10.0,1022.0,81.0,3.0,algumas nuvens,0.0,NULL
Porto,2019-07-19 22:00:00,None,43.1,3.1,91.7,DARK,18.0,1015.0,100.0,3.0,,0.0,
Porto,2019-02-08 15:00:00,Medium,34.9,38.1,97.5,LIGHT,13.0,1023.0,71.0,5.0,nuvens quebrados,0.0,NULL
Porto,2019-08-15 21:00:00,Low,38.4,8.8,79.2,DARK,18.0,1020.0,88.0,4.0,,0.0,
Porto,2019-02-15 22:00:00,None,38.9,3.3,92.8,DARK,10.0,1024.0,81.0,1.0,céu claro,0.0,NULL
Porto,2018-11-04 04:00:00,None,40.6,1.7,81.4,DARK,12.0,1016.0,93.0,3.0,nuvens quebrados,0.0,NULL
Porto,2018-10-27 15:00:00,High,37.4,98.2,89.8,LIGHT,14.0,1012.0,54.0,8.0,algumas nuvens,0.0,NULL
Porto,2019-09-25 19:00:00,Low,41.1,15.3,79.5,DARK,18.0,1021.0,93.0,1.0,céu pouco nublado,0.0,
Porto,2019-04-13 01:00:00,None,41.9,1.5,63.2,DARK,10.0,1020.0,93.0,0.0,céu limpo,0.0,NULL
Porto,2019-06-08 06:00:00,None,42.7,0.0,71.0,LIGHT,8.0,1022.0,93.0,1.0,,0.0,
Porto,2019-02-07 11:00:00,Medium,37.3,17.4,98.0,LIGHT,10.0,1027.0,93.0,3.0,nuvens dispersas,0.0,NULL
Porto,2019-09-07 11:00:00,Medium,40.1,30.1,94.3,LIGHT,22.0,1018.0,33.0,6.0,,0.0,
Porto,2019-04-11 02:00:00,Low,36.6,10.3,68.3,DARK,9.0,1021.0,100.0,1.0,céu pouco nublado,0.0,NULL
Porto,2019-02-24 12:00:00,Low,33.3,21.4,105.3,LIGHT,19.0,1029.0,35.0,4.0,céu claro,0.0,NULL
Porto,2019-02-06 11:00:00,Medium,36.8,25.5,86.9,LIGHT,8.0,1027.0,81.0,2.0,céu claro,0.0,NULL
Porto,2019-05-01 01:00:00,None,39.3,0.9,68.9,DARK,13.0,1015.0,93.0,9.0,,0.0,
Porto,2019-06-11 07:00:00,Very_High,46.8,96.9,63.3,LIGHT,13.0,1017.0,82.0,3.0,,0.0,
Porto,2019-09-10 00:00:00,None,45.8,2.4,78.2,DARK,15.0,1020.0,100.0,2.0,nuvens quebradas,0.0,
Porto,2019-07-12 00:00:00,None,32.0,5.7,84.3,DARK,19.0,1014.0,93.0,1.0,,0.0,
Porto,2019-07-04 14:00:00,Medium,33.1,41.5,91.0,LIGHT,23.0,1015.0,77.0,4.0,nuvens dispersas,0.0,
Porto,2018-12-07 04:00:00,None,38.0,6.6,76.2,DARK,12.0,1030.0,93.0,1.0,nuvens quebrados,0.0,NULL
Porto,2019-07-07 15:00:00,High,38.4,94.0,91.5,LIGHT,22.0,1015.0,77.0,4.0,céu pouco nublado,0.0,
Porto,2019-07-10 17:00:00,High,42.8,55.7,82.8,LIGHT,29.0,1014.0,51.0,6.0,,0.0,
Porto,2018-11-12 21:00:00,None,48.1,0.0,74.8,DARK,9.0,1022.0,100.0,1.0,céu claro,0.0,NULL
Porto,2019-02-12 22:00:00,Medium,38.0,15.6,89.1,DARK,8.0,1029.0,87.0,1.0,céu claro,0.0,NULL
Porto,2019-06-16 23:00:00,None,40.1,0.0,68.0,DARK,14.0,1019.0,93.0,1.0,,0.0,
Porto,2019-04-11 17:00:00,High,41.9,49.3,74.5,LIGHT,14.0,1021.0,76.0,6.0,céu pouco nublado,0.0,NULL
Porto,2018-08-09 09:00:00,Low,43.3,18.2,86.6,LIGHT,19.0,1021.0,68.0,6.0,céu claro,0.0,NULL
Porto,2018-10-05 22:00:00,None,45.5,1.7,84.3,DARK,13.0,1016.0,100.0,1.0,céu claro,0.0,NULL
Porto,2018-10-07 01:00:00,None,46.1,0.0,79.4,DARK,12.0,1021.0,71.0,5.0,céu claro,0.0,NULL
Porto,2018-10-22 06:00:00,None,44.0,0.0,85.5,DARK,15.0,1020.0,82.0,2.0,céu claro,0.0,NULL
Porto,2019-07-13 09:00:00,Low,35.1,8.9,83.5,LIGHT,20.0,1014.0,94.0,4.0,nuvens quebradas,0.0,
Porto,2018-11-19 03:00:00,Medium,47.8,2.1,71.1,DARK,10.0,985.0,97.0,0.0,tempo nublado,0.0,NULL
Porto,2018-11-23 18:00:00,Very_High,45.4,78.9,75.3,DARK,12.0,1014.0,82.0,5.0,nuvens dispersas,0.0,NULL
Porto,2019-01-20 08:00:00,None,45.4,7.7,83.1,LOW_LIGHT,8.0,1018.0,93.0,3.0,algumas nuvens,0.0,NULL
Porto,2018-10-26 20:00:00,None,39.2,3.1,86.0,DARK,15.0,1014.0,87.0,1.0,algumas nuvens,0.0,NULL
Porto,2019-06-29 10:00:00,Low,34.4,4.4,67.7,LIGHT,19.0,1018.0,93.0,4.0,nuvens quebradas,0.0,
Porto,2019-08-10 06:00:00,Low,40.0,11.2,88.5,LOW_LIGHT,16.0,1021.0,100.0,1.0,,0.0,
Porto,2018-12-04 12:00:00,Medium,30.9,31.6,77.7,LIGHT,14.0,1021.0,77.0,3.0,NULL,0.0,NULL
Porto,2018-11-23 03:00:00,None,35.4,4.1,73.5,DARK,9.0,1013.0,81.0,1.0,nuvens dispersas,0.0,NULL
Porto,2019-04-02 10:00:00,High,40.6,32.1,83.5,LIGHT,13.0,1018.0,87.0,1.0,nuvens quebradas,0.0,NULL
Porto,2019-04-23 00:00:00,Low,39.2,3.6,70.6,DARK,9.0,997.0,100.0,1.0,NULL,0.0,chuva moderada
Porto,2019-06-16 04:00:00,Low,37.9,13.1,65.3,DARK,10.0,1019.0,100.0,5.0,,0.0,
Porto,2019-09-29 23:00:00,None,46.2,1.6,74.0,DARK,18.0,1020.0,93.0,2.0,nublado,0.0,
